id,mycT,mybDKO,mycT_mybDKO_down,mycT_down,mybDKO_down
AT2G37250,-0.112320287,0.4,N,N,N
AT4G08580,-0.110587816,0.4,N,N,N
AT3G27050,-0.110535223,0.4,N,N,N
AT3G09360,-0.105852445,0.4,N,N,N
AT1G26940,-0.104262703,0.4,N,N,N
AT2G03270,-0.099216104,0.4,N,N,N
AT1G12480,-0.093681529,0.4,N,N,N
AT5G23535,-0.091570571,0.4,N,N,N
AT1G61970,-0.088237329,0.4,N,N,N
AT5G08420,-0.080696228,0.4,N,N,N
AT1G02730,-0.078700241,0.4,N,N,N
AT3G10700,-0.074025404,0.4,N,N,N
AT1G80150,-0.069626566,0.4,N,N,N
AT3G24890,-0.065103931,0.4,N,N,N
AT1G15120,-0.06434459,0.4,N,N,N
AT2G31810,-0.063096348,0.4,N,N,N
AT2G28100,-0.062683827,0.4,N,N,N
AT5G42630,-0.062009662,0.4,N,N,N
AT1G61215,-0.06171327,0.4,N,N,N
AT5G37670,-0.052079963,0.4,N,N,N
AT1G61570,-0.05135385,0.4,N,N,N
AT5G58710,-0.041491673,0.4,N,N,N
AT2G38500,-0.04051516,0.4,N,N,N
AT2G38695,-0.038456465,0.4,N,N,N
AT5G23300,-0.035277838,0.4,N,N,N
AT4G00380,-0.03261149,0.4,N,N,N
AT1G68880,-0.031541517,0.4,N,N,N
AT1G32090,-0.022641353,0.4,N,N,N
AT5G05450,-0.018021746,0.4,N,N,N
AT1G08810,-0.013367224,0.4,N,N,N
AT3G53430,-0.013340905,0.4,N,N,N
AT3G51870,-0.011590424,0.4,N,N,N
AT5G51910,-0.009715155,0.4,N,N,N
AT1G79420,-0.007667131,0.4,N,N,N
ATMG01370,-0.005821239,0.4,N,N,N
AT5G55125,0.02588337,0.4,N,N,N
AT4G14905,0.040454268,0.4,N,N,N
AT5G03960,0.041105203,0.4,N,N,N
AT1G32530,0.041536595,0.4,N,N,N
AT1G34418,0.042915292,0.4,N,N,N
AT4G09320,0.044220693,0.4,N,N,N
AT4G08460,0.045364714,0.4,N,N,N
AT2G32415,0.053329502,0.4,N,N,N
AT3G49010,0.057507665,0.4,N,N,N
AT5G15410,0.058064337,0.4,N,N,N
AT1G68870,0.065874154,0.4,N,N,N
AT1G11475,0.069399901,0.4,N,N,N
AT3G62400,0.139772475,0.4,N,N,N
AT1G16430,0.163419502,0.4,N,N,N
AT5G57370,0.167362521,0.4,N,N,N
AT5G56370,0.179266048,0.4,N,N,N
AT5G11590,0.187550672,0.4,N,N,N
AT2G14115,0.192645078,0.4,N,N,N
AT5G22630,0.19394375,0.4,N,N,N
AT3G09085,0.194110115,0.4,N,N,N
AT3G03980,0.203452407,0.4,N,N,N
AT1G04940,0.204595312,0.4,N,N,N
AT3G18300,0.210035215,0.4,N,N,N
AT2G30000,0.230969598,0.4,N,N,N
AT1G28395,0.232578899,0.4,N,N,N
AT3G18900,0.232689797,0.4,N,N,N
AT1G79850,0.252090643,0.4,N,N,N
AT3G52790,0.330879195,0.4,N,N,N
AT5G06590,0.345043672,0.4,N,N,N
AT3G62960,0.567736087,0.4,N,N,N
AT5G51190,1.018841967,0.4,N,N,N
AT5G45320,-0.891293741,0.41,N,Y,N
AT5G39160,-0.772194083,0.41,N,Y,N
AT1G09080,-0.673771768,0.41,N,N,N
AT5G39471,-0.656698254,0.41,N,N,N
AT5G38050,-0.548524871,0.41,N,N,N
AT5G41761,-0.547415547,0.41,N,N,N
AT2G43190,-0.499697654,0.41,N,N,N
AT2G05185,-0.467462546,0.41,N,N,N
AT1G73540,-0.444863116,0.41,N,N,N
AT1G52700,-0.401932512,0.41,N,N,N
AT2G42190,-0.383550182,0.41,N,N,N
AT3G52905,-0.3480055,0.41,N,N,N
AT1G80810,-0.335270223,0.41,N,N,N
AT1G25320,-0.334281035,0.41,N,N,N
AT4G21865,-0.32956142,0.41,N,N,N
AT3G20040,-0.327815562,0.41,N,N,N
AT3G11950,-0.309190909,0.41,N,N,N
AT5G54670,-0.296794812,0.41,N,N,N
AT5G59200,-0.295455884,0.41,N,N,N
AT5G39860,-0.290108807,0.41,N,N,N
AT5G40840,-0.285942713,0.41,N,N,N
AT3G09035,-0.263135262,0.41,N,N,N
AT2G01505,-0.261315242,0.41,N,N,N
AT2G03260,-0.260914354,0.41,N,N,N
AT1G55040,-0.258797413,0.41,N,N,N
AT1G63840,-0.237321008,0.41,N,N,N
AT1G63220,-0.235084082,0.41,N,N,N
AT1G24095,-0.23349013,0.41,N,N,N
AT3G61150,-0.233273091,0.41,N,N,N
AT4G24230,-0.232735468,0.41,N,N,N
AT5G51550,-0.231408907,0.41,N,N,N
AT1G54960,-0.214515153,0.41,N,N,N
AT3G63400,-0.200134202,0.41,N,N,N
AT3G49080,-0.199661712,0.41,N,N,N
AT1G45170,-0.185264234,0.41,N,N,N
AT5G47190,-0.178197124,0.41,N,N,N
AT3G16840,-0.167453363,0.41,N,N,N
AT2G46200,-0.163498732,0.41,N,N,N
AT5G24314,-0.157048474,0.41,N,N,N
AT5G58630,-0.156119202,0.41,N,N,N
AT2G17830,-0.155278226,0.41,N,N,N
AT4G11100,-0.149862534,0.41,N,N,N
AT2G19460,-0.147386127,0.41,N,N,N
AT1G14970,-0.140912425,0.41,N,N,N
AT5G51790,-0.13031066,0.41,N,N,N
AT5G57880,-0.127053194,0.41,N,N,N
AT4G24370,-0.116683989,0.41,N,N,N
AT1G62120,-0.115276523,0.41,N,N,N
AT1G21200,-0.094301136,0.41,N,N,N
AT3G54170,-0.091030093,0.41,N,N,N
AT2G39705,-0.089216273,0.41,N,N,N
AT4G23500,-0.07710576,0.41,N,N,N
AT1G56330,-0.076782859,0.41,N,N,N
AT3G03680,-0.076581398,0.41,N,N,N
AT5G64260,-0.069093872,0.41,N,N,N
AT2G45820,-0.068861023,0.41,N,N,N
AT4G21445,-0.064137484,0.41,N,N,N
AT3G56900,-0.049442987,0.41,N,N,N
AT1G07740,-0.040641985,0.41,N,N,N
AT2G38025,-0.039078155,0.41,N,N,N
AT2G20530,-0.038245421,0.41,N,N,N
AT2G35120,-0.036583688,0.41,N,N,N
AT1G12240,-0.030551778,0.41,N,N,N
AT1G19950,-0.029163675,0.41,N,N,N
AT1G45976,-0.024435293,0.41,N,N,N
AT4G11680,-0.020280707,0.41,N,N,N
AT3G53890,-0.002482,0.41,N,N,N
AT4G34700,-0.000940173,0.41,N,N,N
AT5G52890,0,0.41,N,N,N
AT3G53950,0.001797005,0.41,N,N,N
AT2G41130,0.0031153,0.41,N,N,N
AT5G63480,0.014327876,0.41,N,N,N
AT4G08170,0.01871226,0.41,N,N,N
AT4G33925,0.02087873,0.41,N,N,N
AT5G13140,0.023456871,0.41,N,N,N
AT5G64990,0.037763227,0.41,N,N,N
AT5G24000,0.041234215,0.41,N,N,N
AT3G05870,0.048673847,0.41,N,N,N
AT1G02060,0.060339678,0.41,N,N,N
AT5G05360,0.061185679,0.41,N,N,N
AT2G44850,0.065818556,0.41,N,N,N
AT3G54080,0.089888141,0.41,N,N,N
AT1G79530,0.094740137,0.41,N,N,N
AT1G67430,0.095855017,0.41,N,N,N
AT2G45120,0.129617013,0.41,N,N,N
AT2G45520,0.137255218,0.41,N,N,N
AT5G18800,0.141559342,0.41,N,N,N
AT1G11760,0.144897118,0.41,N,N,N
AT4G22770,0.155400728,0.41,N,N,N
AT5G27210,0.170800689,0.41,N,N,N
AT5G22788,0.176296007,0.41,N,N,N
AT2G02540,0.190038582,0.41,N,N,N
AT3G07110,0.191874065,0.41,N,N,N
AT1G30190,0.212875358,0.41,N,N,N
AT3G63530,0.216007059,0.41,N,N,N
AT3G46560,0.2211156,0.41,N,N,N
AT4G29270,0.225474648,0.41,N,N,N
AT3G56300,0.355723523,0.41,N,N,N
AT3G03160,0.380132642,0.41,N,N,N
AT5G38070,0.399216982,0.41,N,N,N
AT1G73965,0.444743315,0.41,N,N,N
AT4G15975,0.65994954,0.41,N,N,N
AT2G20280,-0.463890357,0.42,N,N,N
AT2G44690,-0.432791896,0.42,N,N,N
AT2G43230,-0.417275972,0.42,N,N,N
AT1G28070,-0.408084739,0.42,N,N,N
AT4G21880,-0.389975258,0.42,N,N,N
AT3G27770,-0.362907238,0.42,N,N,N
AT1G51380,-0.362397333,0.42,N,N,N
AT1G17345,-0.345774837,0.42,N,N,N
AT2G33170,-0.326599535,0.42,N,N,N
AT4G28820,-0.293958979,0.42,N,N,N
AT5G60050,-0.293536494,0.42,N,N,N
AT1G07290,-0.291766124,0.42,N,N,N
AT5G50315,-0.274673607,0.42,N,N,N
AT4G10380,-0.267147162,0.42,N,N,N
AT2G02470,-0.26004993,0.42,N,N,N
AT5G65110,-0.250517347,0.42,N,N,N
AT4G12870,-0.250059235,0.42,N,N,N
AT1G78955,-0.23878686,0.42,N,N,N
AT4G20270,-0.2355139,0.42,N,N,N
AT3G42052,-0.232834168,0.42,N,N,N
AT1G33475,-0.225599124,0.42,N,N,N
AT5G05435,-0.221388546,0.42,N,N,N
AT2G47260,-0.221163655,0.42,N,N,N
AT1G70200,-0.21713166,0.42,N,N,N
AT2G37560,-0.217098122,0.42,N,N,N
AT4G35620,-0.214675164,0.42,N,N,N
AT5G44900,-0.211407381,0.42,N,N,N
AT3G55605,-0.197185048,0.42,N,N,N
AT4G38980,-0.197036847,0.42,N,N,N
AT1G20190,-0.196009807,0.42,N,N,N
AT5G56490,-0.186962932,0.42,N,N,N
AT1G17920,-0.182354451,0.42,N,N,N
AT4G36710,-0.172085418,0.42,N,N,N
AT5G03500,-0.171484136,0.42,N,N,N
AT2G23120,-0.171389136,0.42,N,N,N
AT1G29670,-0.169753313,0.42,N,N,N
AT5G27390,-0.152263443,0.42,N,N,N
AT1G68030,-0.14929704,0.42,N,N,N
AT4G36420,-0.136762181,0.42,N,N,N
AT2G43110,-0.136730053,0.42,N,N,N
AT2G02010,-0.13402966,0.42,N,N,N
AT2G43040,-0.127089373,0.42,N,N,N
AT1G75800,-0.119612927,0.42,N,N,N
AT2G24700,-0.112670027,0.42,N,N,N
AT2G35370,-0.111128226,0.42,N,N,N
AT2G39460,-0.104350285,0.42,N,N,N
AT3G45443,-0.0960997,0.42,N,N,N
AT3G49730,-0.095397023,0.42,N,N,N
AT5G04600,-0.086190638,0.42,N,N,N
AT5G04910,-0.085291379,0.42,N,N,N
AT5G05330,-0.085070312,0.42,N,N,N
AT1G73940,-0.081184198,0.42,N,N,N
AT4G30330,-0.079888905,0.42,N,N,N
AT3G53250,-0.078190915,0.42,N,N,N
AT1G67030,-0.075614915,0.42,N,N,N
AT4G15802,-0.075084409,0.42,N,N,N
AT2G33310,-0.074301855,0.42,N,N,N
AT3G09390,-0.068942898,0.42,N,N,N
AT3G20830,-0.06619028,0.42,N,N,N
AT5G01350,-0.063972175,0.42,N,N,N
AT3G13970,-0.063481527,0.42,N,N,N
AT2G42760,-0.05770429,0.42,N,N,N
AT1G70850,-0.05341581,0.42,N,N,N
AT1G50630,-0.052670042,0.42,N,N,N
AT5G39740,-0.05204389,0.42,N,N,N
AT5G44610,-0.039926184,0.42,N,N,N
AT3G53530,-0.038615657,0.42,N,N,N
AT5G11630,-0.034783445,0.42,N,N,N
ATCG00780,-0.027287907,0.42,N,N,N
AT3G61620,-0.026945384,0.42,N,N,N
AT1G75760,-0.022019841,0.42,N,N,N
AT1G51580,-0.01910446,0.42,N,N,N
AT2G29570,-0.014297226,0.42,N,N,N
AT3G27280,-0.013086782,0.42,N,N,N
AT3G05560,-0.004693636,0.42,N,N,N
AT2G04378,-0.004189943,0.42,N,N,N
AT4G12440,0,0.42,N,N,N
AT3G49320,0.004584354,0.42,N,N,N
AT2G29550,0.01410757,0.42,N,N,N
AT4G15950,0.017690577,0.42,N,N,N
AT2G40650,0.021963089,0.42,N,N,N
AT2G05220,0.030154295,0.42,N,N,N
AT5G62930,0.0315514,0.42,N,N,N
AT1G76620,0.034765418,0.42,N,N,N
AT1G15230,0.038196324,0.42,N,N,N
AT5G09670,0.042038384,0.42,N,N,N
AT2G29260,0.048909601,0.42,N,N,N
AT2G19640,0.052494696,0.42,N,N,N
AT5G58480,0.055950013,0.42,N,N,N
AT1G56320,0.058635518,0.42,N,N,N
AT3G51060,0.062378785,0.42,N,N,N
AT2G47610,0.070518283,0.42,N,N,N
AT1G06960,0.071479388,0.42,N,N,N
AT2G33370,0.076330678,0.42,N,N,N
AT1G12950,0.084888898,0.42,N,N,N
AT5G58575,0.098310535,0.42,N,N,N
AT5G13250,0.102298576,0.42,N,N,N
AT1G17510,0.105522369,0.42,N,N,N
AT1G14320,0.106589916,0.42,N,N,N
AT3G58100,0.109914987,0.42,N,N,N
AT1G45110,0.13131169,0.42,N,N,N
AT5G54569,0.144229387,0.42,N,N,N
AT3G62050,0.147341716,0.42,N,N,N
AT3G51010,0.166894847,0.42,N,N,N
AT5G66000,0.269280644,0.42,N,N,N
AT3G43980,0.324543594,0.42,N,N,N
AT5G47550,0.344318761,0.42,N,N,N
AT1G19510,0.471893003,0.42,N,N,N
AT5G01015,0.582594931,0.42,N,N,N
AT2G48140,0.592154415,0.42,N,N,N
AT4G26288,-0.953885329,0.43,N,Y,N
AT5G51580,-0.946707759,0.43,N,Y,N
AT4G08115,-0.672425342,0.43,N,N,N
AT1G29460,-0.596991802,0.43,N,N,N
AT4G00680,-0.592228862,0.43,N,N,N
AT5G45740,-0.469368101,0.43,N,N,N
AT4G05440,-0.432291749,0.43,N,N,N
AT1G23465,-0.421234448,0.43,N,N,N
AT1G01810,-0.411581941,0.43,N,N,N
AT1G77405,-0.391190757,0.43,N,N,N
AT5G45580,-0.365044493,0.43,N,N,N
AT5G49320,-0.364326679,0.43,N,N,N
AT5G25170,-0.326910427,0.43,N,N,N
AT2G46980,-0.311201688,0.43,N,N,N
AT2G44670,-0.309470985,0.43,N,N,N
AT3G26922,-0.308549065,0.43,N,N,N
AT3G19850,-0.305251858,0.43,N,N,N
AT4G11550,-0.288125387,0.43,N,N,N
AT5G40530,-0.286260623,0.43,N,N,N
AT1G54050,-0.285626397,0.43,N,N,N
ATCG00180,-0.265902588,0.43,N,N,N
AT2G30695,-0.261804159,0.43,N,N,N
AT1G62820,-0.259102194,0.43,N,N,N
AT1G55340,-0.248109079,0.43,N,N,N
AT4G10630,-0.245078701,0.43,N,N,N
AT1G28080,-0.233559512,0.43,N,N,N
AT5G09260,-0.221794413,0.43,N,N,N
AT1G63650,-0.218918557,0.43,N,N,N
AT1G17410,-0.218915066,0.43,N,N,N
AT1G69070,-0.213984019,0.43,N,N,N
AT3G48900,-0.213868349,0.43,N,N,N
AT5G09420,-0.212925558,0.43,N,N,N
AT5G48240,-0.212700134,0.43,N,N,N
AT5G11950,-0.212531076,0.43,N,N,N
AT3G20090,-0.205984665,0.43,N,N,N
AT2G44820,-0.200251572,0.43,N,N,N
AT2G37670,-0.19515455,0.43,N,N,N
AT4G40000,-0.186053049,0.43,N,N,N
AT3G05550,-0.17030391,0.43,N,N,N
AT5G62290,-0.165511871,0.43,N,N,N
AT5G41220,-0.163225607,0.43,N,N,N
AT5G11160,-0.162758877,0.43,N,N,N
AT2G32180,-0.143431816,0.43,N,N,N
AT5G15022,-0.13844677,0.43,N,N,N
AT4G27690,-0.132886316,0.43,N,N,N
AT1G06370,-0.126086727,0.43,N,N,N
AT5G03345,-0.119788644,0.43,N,N,N
AT1G69950,-0.118578121,0.43,N,N,N
AT5G44730,-0.113029947,0.43,N,N,N
AT4G14560,-0.110695148,0.43,N,N,N
AT1G77350,-0.108553809,0.43,N,N,N
AT5G04690,-0.101999714,0.43,N,N,N
AT1G26640,-0.097820475,0.43,N,N,N
AT5G17160,-0.077094206,0.43,N,N,N
AT3G48530,-0.070789391,0.43,N,N,N
AT5G27820,-0.063843183,0.43,N,N,N
AT5G55000,-0.059911451,0.43,N,N,N
AT3G09735,-0.03849967,0.43,N,N,N
AT3G51800,-0.032251571,0.43,N,N,N
AT1G69420,-0.030554679,0.43,N,N,N
AT1G32690,-0.024559427,0.43,N,N,N
AT2G37380,-0.019658526,0.43,N,N,N
AT1G10850,-0.015865917,0.43,N,N,N
AT4G02530,-0.009669666,0.43,N,N,N
AT1G33120,9.26E-05,0.43,N,N,N
AT2G27960,0.00945244,0.43,N,N,N
AT4G24710,0.014864763,0.43,N,N,N
AT3G51150,0.019204211,0.43,N,N,N
AT1G23290,0.024750036,0.43,N,N,N
AT1G10630,0.025087827,0.43,N,N,N
AT4G18290,0.028038756,0.43,N,N,N
AT4G01120,0.031294929,0.43,N,N,N
AT5G23090,0.051399153,0.43,N,N,N
AT4G34290,0.054053586,0.43,N,N,N
AT5G51770,0.079505915,0.43,N,N,N
AT2G45695,0.083424761,0.43,N,N,N
AT4G30996,0.091838167,0.43,N,N,N
AT3G46010,0.102556179,0.43,N,N,N
AT1G72175,0.103887913,0.43,N,N,N
AT4G33550,0.145228297,0.43,N,N,N
AT1G53070,0.14913041,0.43,N,N,N
AT3G07230,0.153470686,0.43,N,N,N
AT2G31725,0.153672823,0.43,N,N,N
AT5G18790,0.173059557,0.43,N,N,N
AT2G39670,0.173967784,0.43,N,N,N
AT5G64620,0.176188466,0.43,N,N,N
AT2G35790,0.261511548,0.43,N,N,N
AT3G62430,0.282638964,0.43,N,N,N
AT2G45800,0.289876018,0.43,N,N,N
AT1G12845,0.37145592,0.43,N,N,N
AT3G04184,0.435386145,0.43,N,N,N
AT4G22760,0.50103135,0.43,N,N,N
AT4G25510,0.633572445,0.43,N,N,N
AT1G48740,0.683696454,0.43,N,N,N
AT3G27940,0.852542339,0.43,N,N,N
AT3G50850,-0.471071534,0.44,N,N,N
AT3G13910,-0.430801991,0.44,N,N,N
AT3G58975,-0.426678906,0.44,N,N,N
AT1G69760,-0.405552425,0.44,N,N,N
AT3G30122,-0.39254717,0.44,N,N,N
AT4G34770,-0.365236753,0.44,N,N,N
AT5G54850,-0.350474635,0.44,N,N,N
AT5G18080,-0.347105217,0.44,N,N,N
AT1G12060,-0.346486556,0.44,N,N,N
AT1G61860,-0.275634443,0.44,N,N,N
AT2G22100,-0.251449433,0.44,N,N,N
AT3G02500,-0.238204961,0.44,N,N,N
AT4G31000,-0.237383886,0.44,N,N,N
AT4G14270,-0.237006606,0.44,N,N,N
AT5G23660,-0.221358972,0.44,N,N,N
AT5G66410,-0.220220206,0.44,N,N,N
AT5G22790,-0.219074274,0.44,N,N,N
AT4G39630,-0.209095599,0.44,N,N,N
AT5G16120,-0.199913078,0.44,N,N,N
AT5G13990,-0.196990548,0.44,N,N,N
AT1G73020,-0.188344941,0.44,N,N,N
AT2G44200,-0.18156009,0.44,N,N,N
AT3G22790,-0.180189492,0.44,N,N,N
AT3G27060,-0.171913976,0.44,N,N,N
AT4G33130,-0.17056013,0.44,N,N,N
AT5G62270,-0.167278957,0.44,N,N,N
AT1G72420,-0.165213508,0.44,N,N,N
AT4G35380,-0.164551829,0.44,N,N,N
AT3G18670,-0.164038158,0.44,N,N,N
AT5G37485,-0.162906371,0.44,N,N,N
AT3G01435,-0.158210624,0.44,N,N,N
AT2G45790,-0.151690289,0.44,N,N,N
AT1G34350,-0.151626853,0.44,N,N,N
AT4G02180,-0.145197916,0.44,N,N,N
AT4G26220,-0.140352351,0.44,N,N,N
AT1G73230,-0.132953371,0.44,N,N,N
AT1G04920,-0.127755547,0.44,N,N,N
AT5G19530,-0.122185053,0.44,N,N,N
AT3G57420,-0.122099626,0.44,N,N,N
AT5G66550,-0.119652578,0.44,N,N,N
AT2G22390,-0.118598026,0.44,N,N,N
AT5G43822,-0.109323934,0.44,N,N,N
AT1G68810,-0.100399422,0.44,N,N,N
AT2G42290,-0.098296217,0.44,N,N,N
AT2G24990,-0.092271333,0.44,N,N,N
AT1G63230,-0.077404504,0.44,N,N,N
AT2G16390,-0.075791908,0.44,N,N,N
AT4G17280,-0.067533158,0.44,N,N,N
AT2G33220,-0.058051575,0.44,N,N,N
AT3G15357,-0.050306601,0.44,N,N,N
AT5G15650,-0.042119127,0.44,N,N,N
AT1G02930,-0.033725271,0.44,N,N,N
AT1G56580,-0.033049047,0.44,N,N,N
AT3G56070,-0.032407069,0.44,N,N,N
AT5G14320,-0.030391203,0.44,N,N,N
AT3G07800,-0.028306036,0.44,N,N,N
AT4G12690,-0.027203395,0.44,N,N,N
AT4G37280,-0.023737748,0.44,N,N,N
AT5G22080,-0.021616041,0.44,N,N,N
AT1G52640,-0.021294778,0.44,N,N,N
AT4G18970,-0.02006592,0.44,N,N,N
AT1G14920,-0.014432416,0.44,N,N,N
AT5G64240,-0.006974468,0.44,N,N,N
AT5G45520,-0.006741578,0.44,N,N,N
AT5G16505,-0.005159398,0.44,N,N,N
AT4G20870,-0.001231932,0.44,N,N,N
AT3G19820,0.005349523,0.44,N,N,N
AT1G67320,0.009314897,0.44,N,N,N
AT4G26840,0.027965992,0.44,N,N,N
AT1G02780,0.030018915,0.44,N,N,N
AT4G13390,0.04015632,0.44,N,N,N
AT3G50900,0.048052129,0.44,N,N,N
AT1G77230,0.055524781,0.44,N,N,N
AT2G35350,0.061218742,0.44,N,N,N
AT2G04530,0.065420091,0.44,N,N,N
AT4G04460,0.06633284,0.44,N,N,N
AT3G12770,0.068876805,0.44,N,N,N
AT1G22800,0.070723324,0.44,N,N,N
AT1G55160,0.083437566,0.44,N,N,N
AT3G17185,0.083999735,0.44,N,N,N
AT1G08340,0.088912786,0.44,N,N,N
AT1G03510,0.093109404,0.44,N,N,N
AT4G04745,0.104087544,0.44,N,N,N
AT1G53633,0.106566629,0.44,N,N,N
AT2G24430,0.122466923,0.44,N,N,N
AT1G74270,0.123617903,0.44,N,N,N
AT5G23290,0.124351187,0.44,N,N,N
AT3G11100,0.142206913,0.44,N,N,N
AT5G49640,0.150030125,0.44,N,N,N
AT5G12320,0.150817877,0.44,N,N,N
AT5G17870,0.1508907,0.44,N,N,N
AT1G62030,0.176470131,0.44,N,N,N
AT1G32210,0.178357104,0.44,N,N,N
AT1G17420,0.19426882,0.44,N,N,N
AT1G79200,0.196444193,0.44,N,N,N
AT3G09860,0.200154553,0.44,N,N,N
AT5G01330,0.238246373,0.44,N,N,N
AT3G05740,0.319820432,0.44,N,N,N
AT5G01870,0.325728284,0.44,N,N,N
ATCG01060,0.498130291,0.44,N,N,N
AT5G53740,0.559427409,0.44,N,N,N
AT4G07408,-2.678071905,0.45,N,Y,N
AT3G62510,-0.861112406,0.45,N,Y,N
AT5G25380,-0.638733757,0.45,N,N,N
AT5G52170,-0.525883268,0.45,N,N,N
AT5G45960,-0.501074432,0.45,N,N,N
AT3G22900,-0.458256626,0.45,N,N,N
AT3G23610,-0.414656187,0.45,N,N,N
AT2G18360,-0.410876276,0.45,N,N,N
AT3G01330,-0.404639652,0.45,N,N,N
AT2G15890,-0.404005833,0.45,N,N,N
AT2G38570,-0.389262147,0.45,N,N,N
AT5G46090,-0.365649472,0.45,N,N,N
AT5G10336,-0.36055486,0.45,N,N,N
AT3G53160,-0.354430735,0.45,N,N,N
AT3G26740,-0.327352374,0.45,N,N,N
AT3G52540,-0.314296605,0.45,N,N,N
AT5G22640,-0.262455775,0.45,N,N,N
AT3G05480,-0.257091823,0.45,N,N,N
AT3G14080,-0.255750723,0.45,N,N,N
AT5G16560,-0.255694969,0.45,N,N,N
AT5G54690,-0.25318662,0.45,N,N,N
AT1G27300,-0.248932876,0.45,N,N,N
AT1G13360,-0.243659061,0.45,N,N,N
AT2G33680,-0.230197824,0.45,N,N,N
AT1G11730,-0.222971236,0.45,N,N,N
AT2G43640,-0.219980046,0.45,N,N,N
AT5G03830,-0.210799622,0.45,N,N,N
AT3G53540,-0.194316525,0.45,N,N,N
AT1G69700,-0.187445414,0.45,N,N,N
AT1G45130,-0.181407504,0.45,N,N,N
AT1G10720,-0.1787439,0.45,N,N,N
AT5G43830,-0.176582683,0.45,N,N,N
AT3G13000,-0.175430523,0.45,N,N,N
AT5G56340,-0.156363153,0.45,N,N,N
AT4G31820,-0.155816147,0.45,N,N,N
AT3G62950,-0.154861129,0.45,N,N,N
AT5G60440,-0.143835773,0.45,N,N,N
AT2G44600,-0.142604395,0.45,N,N,N
AT3G19570,-0.138179417,0.45,N,N,N
AT3G22320,-0.134939062,0.45,N,N,N
AT1G53030,-0.129947235,0.45,N,N,N
AT3G51630,-0.127672767,0.45,N,N,N
AT4G27090,-0.115185086,0.45,N,N,N
AT5G03250,-0.114642566,0.45,N,N,N
AT5G45775,-0.111568309,0.45,N,N,N
AT5G42680,-0.106508157,0.45,N,N,N
AT5G08780,-0.103606269,0.45,N,N,N
AT2G38940,-0.101364571,0.45,N,N,N
AT3G11340,-0.093706316,0.45,N,N,N
AT1G53720,-0.088913711,0.45,N,N,N
AT2G28900,-0.087330374,0.45,N,N,N
AT1G64690,-0.082064537,0.45,N,N,N
AT4G25160,-0.080319165,0.45,N,N,N
AT3G01160,-0.071068505,0.45,N,N,N
AT5G16470,-0.063498032,0.45,N,N,N
AT3G25120,-0.062225771,0.45,N,N,N
AT4G30220,-0.055268714,0.45,N,N,N
AT5G48230,-0.047327886,0.45,N,N,N
AT1G04310,-0.04288973,0.45,N,N,N
AT1G18540,-0.040884427,0.45,N,N,N
AT1G56090,-0.030133969,0.45,N,N,N
AT5G64040,-0.028466646,0.45,N,N,N
AT3G62870,-0.010553207,0.45,N,N,N
AT5G03740,0.000936511,0.45,N,N,N
AT1G10470,0.004343961,0.45,N,N,N
AT1G27460,0.011092376,0.45,N,N,N
AT4G02930,0.011712811,0.45,N,N,N
AT2G29980,0.013263266,0.45,N,N,N
AT1G21190,0.013612901,0.45,N,N,N
AT3G52590,0.023997567,0.45,N,N,N
AT1G57860,0.042003609,0.45,N,N,N
AT2G29540,0.044329921,0.45,N,N,N
AT1G72330,0.05059379,0.45,N,N,N
AT1G59740,0.059994563,0.45,N,N,N
AT5G59740,0.063345474,0.45,N,N,N
AT3G07410,0.064263432,0.45,N,N,N
AT5G10300,0.064781799,0.45,N,N,N
AT5G64140,0.06596978,0.45,N,N,N
AT1G13710,0.069382722,0.45,N,N,N
AT3G52670,0.072489723,0.45,N,N,N
AT3G44220,0.07487746,0.45,N,N,N
AT2G44730,0.075529902,0.45,N,N,N
AT1G09690,0.081625315,0.45,N,N,N
AT1G02840,0.09501783,0.45,N,N,N
AT1G10990,0.110523823,0.45,N,N,N
AT5G07950,0.111536502,0.45,N,N,N
AT2G22510,0.122684736,0.45,N,N,N
AT5G55510,0.13021193,0.45,N,N,N
AT1G04820,0.141780121,0.45,N,N,N
AT2G36270,0.158697746,0.45,N,N,N
AT1G70350,0.158997876,0.45,N,N,N
AT3G24830,0.164126411,0.45,N,N,N
AT3G59540,0.169444552,0.45,N,N,N
AT2G41840,0.174022583,0.45,N,N,N
AT2G20490,0.187910192,0.45,N,N,N
AT5G66985,0.195447368,0.45,N,N,N
AT3G45160,0.199922998,0.45,N,N,N
AT5G08260,0.221314247,0.45,N,N,N
AT4G02425,0.250444365,0.45,N,N,N
AT4G38660,0.272724322,0.45,N,N,N
AT2G42430,0.429684275,0.45,N,N,N
AT3G10185,0.506411852,0.45,N,N,N
AT1G06830,0.578552547,0.45,N,N,N
AT3G55820,-0.687688802,0.46,N,N,N
AT5G18840,-0.673988161,0.46,N,N,N
AT5G61570,-0.656097749,0.46,N,N,N
AT4G04870,-0.530635733,0.46,N,N,N
AT5G15720,-0.527931556,0.46,N,N,N
AT1G19070,-0.410535281,0.46,N,N,N
AT1G67040,-0.392367825,0.46,N,N,N
AT5G39340,-0.377717831,0.46,N,N,N
AT4G15790,-0.366111475,0.46,N,N,N
AT3G23330,-0.353198246,0.46,N,N,N
AT1G07410,-0.337380171,0.46,N,N,N
AT3G17890,-0.310896113,0.46,N,N,N
AT3G56830,-0.289112234,0.46,N,N,N
